"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","QUESTION__C","COLOR__C","RATING_DESCRIPTION__C","RATING__C","SCORE__C","QT__C","SHOW_EXTRA_FIELDS__C","SHOW_THESE_FIELDS__C","SORT_ORDER__C"
"a0Y110000008xqAEAQ","false","4318","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","a0Z11000000D359EAC","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xqBEAQ","false","4319","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","a0Z11000000D35aEAC","green","This rating is given to a child with no evidence of numbing responses.","0","0.0","NUMBING","false","",""
"a0Y110000008xqCEAQ","false","4320","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","a0Z11000000D35aEAC","yellow","This rating is given to a child who exhibits some problems with numbing. This child may have a restricted range of affect or be unable to express or experience certain emotions (e.g., anger or sadness).","1","1.0","NUMBING","false","",""
"a0Y110000008xqDEAQ","false","4321","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","005U0000001BHukIAG","2014-02-28T00:25:16.000Z","a0Z11000000D35aEAC","orange","This rating is given to a child with moderately severe numbing responses. This child may have a blunted or flat emotional state or have difficulty experiencing intense emotions or feel consistently detached or estranged from others following the traumatic experience.","2","2.0","NUMBING","false","",""
"a0Y110000008xqEEAQ","false","4322","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35aEAC","red","This rating is given to a child with significant numbing responses or multiple symptoms of numbing. This child may have a markedly diminished interest or participation in significant activities and a sense of a foreshortened future.","3","6.0","NUMBING","false","",""
"a0Y110000008xqFEAQ","false","4323","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35AEAS","green","Child's fine and gross motor functioning appears normal. There is no reason to believe that the child has any problems with motor functioning.","0","0.0","MOTOR","false","",""
"a0Y110000008xqGEAQ","false","4324","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35AEAS","yellow","The child has mild fine (e.g., using scissors) or gross motor skill deficits. The child may have exhibited delayed sitting, standing, or walking, but has since reached those milestones.","1","1.0","MOTOR","false","",""
"a0Y110000008xqHEAQ","false","4325","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35AEAS","orange","The child has moderate motor deficits. A non-ambulatory child with fine motor skills (e.g., reaching, grasping) or an ambulatory child with severe fine motor deficits would be rated here. A full-term newborn who does not have a sucking reflex in the first few days of life would be rated here.","2","2.0","MOTOR","false","",""
"a0Y110000008xqIEAQ","false","4326","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35AEAS","red","The child has severe or profound motor deficits. A non-ambulatory child with additional movement deficits would be rated here, as would any child older than 6 months who cannot lift his or her head.","3","6.0","MOTOR","false","",""
"a0Y110000008xqJEAQ","false","4327","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35AEAS","gray","Not applicable","NA","0.0","MOTOR","false","",""
"a0Y110000008xqKEAQ","false","4328","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35bEAC","green","This rating is given to a child with no evidence of dissociation.","0","0.0","DISSOCIATION","false","",""
"a0Y110000008xqLEAQ","false","4329","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35bEAC","yellow","This rating is given to a child with minor dissociative problems, including some emotional numbing, avoidance or detachment, and some difficulty with forgetfulness, daydreaming, spacing or blanking out.","1","1.0","DISSOCIATION","false","",""
"a0Y110000008xqMEAQ","false","4330","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35bEAC","orange","This rating is given to a child with a moderate level of dissociation. This can include amnesia for traumatic experiences or inconsistent memory for trauma (e.g., remembers in one context but not another), more persistent or perplexing difficulties with forgetfulness (e.g., loss of time/orientation, forgets basic information about self/identity), frequent daydreaming or trance-like behavior. This can also include persistent symptoms of depersonalization, including experiences of feeling detached from one?s self, mental processes, or body, and/or derealization, including experiencing a sense of unreality or disconnection from one?s surroundings. This rating could be used for someone who meets criteria for Dissociative Disorder Not Otherwise Specified or another diagnosis that is specified ?with dissociative features or symptoms.?","2","2.0","DISSOCIATION","false","",""
"a0Y110000008xqNEAQ","false","4331","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","005U0000001BHukIAG","2014-02-28T00:25:17.000Z","a0Z11000000D35bEAC","red","This rating is given to a child with severe dissociative disturbance. This can include significant memory difficulties or may show significant problems with depersonalization and/or derealization associated with trauma that also impede day-to-day functioning. Child is frequently forgetful or confused about things he/she should know about (e.g., no memory for activities or whereabouts of previous day or hours). Child shows rapid changes in personality or evidence of distinct personalities. Child who meets criteria for Dissociative Identity Disorder or a more severe level of other dissociative disorders would be rated here.","3","6.0","DISSOCIATION","false","",""
"a0Y110000008xqYEAQ","false","4342","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35CEAS","yellow","Child?s receptive abilities are intact, but child has limited expressive capabilities (e.g., if the child is an infant, he or she engages in limited vocalizations; if older than 24 months, he or she can understand verbal communication, but others have unusual difficulty understanding child).","1","1.0","COMMUNICATION","false","",""
"a0Y110000008xqZEAQ","false","4343","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35CEAS","orange","Child has limited receptive and expressive capabilities.","2","2.0","COMMUNICATION","false","",""
"a0Y110000008xqaEAA","false","4344","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35CEAS","red","Child is unable to communicate in any way, including pointing or grunting.","3","6.0","COMMUNICATION","false","",""
"a0Y110000008xqbEAA","false","4345","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35CEAS","gray","Not applicable","NA","0.0","COMMUNICATION","false","",""
"a0Y110000008xqcEAA","false","4346","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35dEAC","green","Individual has achieved all educational goals OR has no educational goals and educational attainment has no impact on lifetime vocational functioning.","0","0.0","EDUCATIONAL ATTAINMENT","false","",""
"a0Y110000008xqdEAA","false","4347","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35dEAC","yellow","Individual has set educational goals and is currently making progress towards achieving them.","1","1.0","EDUCATIONAL ATTAINMENT","false","",""
"a0Y110000008xqeEAA","false","4348","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35dEAC","orange","Individual has set educational goals but is currently not making progress towards achieving them.","2","2.0","EDUCATIONAL ATTAINMENT","false","",""
"a0Y110000008xqfEAA","false","4349","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35dEAC","red","Individual has no educational goals and lack of educational attainment is interfering with individual?s lifetime vocational functioning.","3","6.0","EDUCATIONAL ATTAINMENT","false","",""
"a0Y110000008xqgEAA","false","4350","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35dEAC","gray","Not applicable","NA","0.0","EDUCATIONAL ATTAINMENT","false","",""
"a0Y110000008xqhEAA","false","4351","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35DEAS","green","The child does not appear to have any problems with regard to weight gain or development. There is no evidence of failure to thrive.","0","0.0","FAILURE TO THRIVE","false","",""
"a0Y110000008xqsEAA","false","4362","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35EEAS","yellow","Child has mild problems with feeding and/or elimination (e.g., picky eating).","1","1.0","FEEDING/ELIMINATION","false","",""
"a0Y110000008xqtEAA","false","4363","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35EEAS","orange","Child has moderate to severe problems with feeding and/or elimination. Problems are interfering with functioning in at least one area.","2","2.0","FEEDING/ELIMINATION","false","",""
"a0Y110000008xquEAA","false","4364","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35EEAS","red","Child has profound problems with feeding and/or elimination.","3","6.0","FEEDING/ELIMINATION","false","",""
"a0Y110000008xqvEAA","false","4365","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35EEAS","gray","Not applicable","NA","0.0","FEEDING/ELIMINATION","false","",""
"a0Y110000008xqwEAA","false","4366","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35fEAC","green","Youth is gainfully employed in a job and experiencing no problems in attendance, performance or relationships at work.","0","0.0","JOB FUNCTIONING","false","",""
"a0Y110000008xqxEAA","false","4367","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35fEAC","yellow","Youth is gainfully employed but may have some difficulties at work with attendance, performance or relationships","1","1.0","JOB FUNCTIONING","false","",""
"a0Y110000008xqyEAA","false","4368","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35fEAC","orange","Youth has significant job-related problems with attendance, performance, or relationships.","2","2.0","JOB FUNCTIONING","false","",""
"a0Y110000008xqzEAA","false","4369","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35fEAC","red","Youth is experiencing severe problems in an employment situation with performance or relationships. Youth may have recently been fired.","3","6.0","JOB FUNCTIONING","false","",""
"a0Y110000008xr0EAA","false","4370","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35fEAC","gray","Not applicable as the child is not employed.","NA","0.0","JOB FUNCTIONING","false","",""
"a0Y110000008xr1EAA","false","4371","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35FEAS","green","Child is within normal range for weight and has been since birth. A child with a birth weight of 2500 grams (5.5 pounds) or greater would be rated here.","0","0.0","BIRTH WEIGHT","false","",""
"a0Y110000008xr2EAA","false","4372","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35FEAS","yellow","Child was born under weight but is now within normal range or child is slightly beneath normal range. A child with a birth weight of between 1500 grams (3.3 pounds) and 2499 grams would be rated here.","1","1.0","BIRTH WEIGHT","false","",""
"a0Y110000008xr3EAA","false","4373","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35FEAS","orange","Child is considerably under weight to the point of presenting a development risk to the child. A child with a birth weight of 1000 grams (2.2 pounds) to 1499 grams would be rated here.","2","2.0","BIRTH WEIGHT","false","",""
"a0Y110000008xr4EAA","false","4374","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35FEAS","red","Child is extremely under weight to the point where the child?s life is threatened. A child with a birth weight of less than 1000 grams (2.2 pounds) would be rated here.","3","6.0","BIRTH WEIGHT","false","",""
"a0Y110000008xr5EAA","false","4375","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35FEAS","gray","Unknown","U","0.0","BIRTH WEIGHT","false","",""
"a0Y110000008xr6EAA","false","4376","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35FEAS","gray","Not applicable","NA","0.0","BIRTH WEIGHT","false","",""
"a0Y110000008xr7EAA","false","4377","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35gEAC","green","This level indicates a person who is fully capable of independent living. No evidence of any deficits or barriers that could impede maintaining own home.","0","0.0","INDEPENDENT LIVING SKILLS","false","",""
"a0Y110000008xr8EAA","false","4378","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35gEAC","yellow","This level indicates a person with mild impairment of independent living skills. Some problems exist with maintaining reasonable cleanliness, diet and so forth. Problems with money management may occur at this level. These problems are generally addressable with training or supervision.","1","1.0","INDEPENDENT LIVING SKILLS","false","",""
"a0Y110000008xr9EAA","false","4379","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35gEAC","orange","This level indicates a person with moderate impairment of independent living skills. Notable problems with completing tasks necessary for independent living are apparent. Difficulty with cooking, cleaning, and self-management when unsupervised would be common at this level. Problems are generally addressable with in-home services and supports.","2","2.0","INDEPENDENT LIVING SKILLS","false","",""
"a0Y110000008xrAEAQ","false","4380","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35gEAC","red","This level indicates a person with profound impairment of independent living skills. This individual would be expected to be unable to live independently given his/her current status. Problems require a structured living environment.","3","6.0","INDEPENDENT LIVING SKILLS","false","",""
"a0Y110000008xrBEAQ","false","4381","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","005U0000001BHukIAG","2014-02-28T00:25:20.000Z","a0Z11000000D35gEAC","gray","Not applicable","NA","0.0","INDEPENDENT LIVING SKILLS","false","",""
"a0Y110000008xsUEAQ","false","4462","2014-02-28T00:25:26.000Z","005U0000001BHukIAG","2014-02-28T00:25:26.000Z","005U0000001BHukIAG","2014-02-28T00:25:26.000Z","a0Z11000000D35UEAS","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
